TRAINING PASS # 9
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00615575 0.903318 0.121587 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0108344 0.960648 0.0290414 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0207266 0.963745 0.0108142 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0249019 0.962419 0.0085128 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0106564 0.960332 0.0299036 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0211258 0.963688 0.0105321 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0165831 0.963749 0.0149115 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.021493 0.963705 0.0102688 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0298368 0.959227 0.00695287 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0174189 0.963824 0.0138731 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00287386 0.0226147 0.973334 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0029094 0.0240447 0.971608 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00287623 0.0226993 0.97323 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0028736 0.0226065 0.973345 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00287351 0.0226021 0.97335 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00288181 0.0229117 0.97297 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00288497 0.0230341 0.972822 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00289887 0.0235958 0.972144 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00287588 0.0226865 0.973245 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00289422 0.0233998 0.972378 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 469
PREDICTED RESULTS: 0.983908 0.0148567 2.92481e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.972931 0.025242 4.20227e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982911 0.0158083 3.0473e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981159 0.0174742 3.25917e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981118 0.0175129 3.26416e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981341 0.0173014 3.23726e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983736 0.0150206 2.94601e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982502 0.0161981 3.09716e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983974 0.0147934 2.91664e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983269 0.0154672 3.00347e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00518503 0.765895 0.276869 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00912214 0.95621 0.0394132 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0192023 0.963263 0.0120368 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0237929 0.962016 0.00905524 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00909573 0.956012 0.0397058 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0195083 0.963234 0.0117729 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0146571 0.962791 0.0178941 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0199612 0.963264 0.0113829 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0288515 0.958806 0.00727285 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0155661 0.963018 0.0163467 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00283105 0.0207115 0.97548 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00285309 0.0213817 0.974617 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00283261 0.020754 0.975424 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00283089 0.0207076 0.975485 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00283083 0.0207053 0.975488 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00283605 0.0208544 0.975293 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00283836 0.0209231 0.975204 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00284679 0.0211815 0.974872 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00283228 0.0207444 0.975436 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00284397 0.0210909 0.974987 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 479
PREDICTED RESULTS: 0.984122 0.0145327 2.97589e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.972939 0.0249771 4.31397e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983118 0.0154792 3.10303e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981325 0.0171627 3.32635e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981276 0.0172087 3.33251e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981522 0.016979 3.30208e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983946 0.0146986 2.99829e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982702 0.0158713 3.15537e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.984187 0.0144715 2.96764e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983476 0.0151429 3.05794e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00497779 0.746093 0.304245 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00865089 0.955298 0.0427923 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0185108 0.963049 0.0126937 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0230742 0.961874 0.00946315 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00864654 0.955177 0.0429084 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0188626 0.963023 0.012362 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0140395 0.962469 0.0190533 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0192599 0.963059 0.0119886 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0279268 0.958805 0.00760746 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0149191 0.962721 0.0173893 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00280487 0.0205307 0.975927 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00282396 0.0211487 0.975154 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00280626 0.0205709 0.975875 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00280473 0.0205272 0.975931 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00280468 0.0205251 0.975934 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00280918 0.0206624 0.97576 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00281125 0.0207281 0.975677 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00281871 0.0209718 0.975373 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00280596 0.0205617 0.975887 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00281643 0.0208934 0.97547 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 489
PREDICTED RESULTS: 0.984389 0.0144726 2.92619e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.973137 0.0250746 4.26772e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983388 0.0154249 3.05274e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981579 0.0171395 3.27763e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981523 0.0171915 3.28451e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981784 0.0169456 3.25231e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.984211 0.0146417 2.94877e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982969 0.0158229 3.10527e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.984452 0.0144123 2.91815e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983742 0.0150888 3.00816e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00769783 0.951671 0.0520905 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0135174 0.962873 0.0195401 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0212703 0.963228 0.0101626 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0240145 0.962078 0.00873224 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0130903 0.962652 0.0205382 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0215409 0.96317 0.00999121 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0183769 0.963551 0.0124511 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0217891 0.963187 0.00982437 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0277216 0.959375 0.00747238 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0189833 0.963509 0.0118959 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00279354 0.0207781 0.975557 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00284721 0.0229334 0.972976 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0027966 0.0208824 0.975427 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00279324 0.0207683 0.975569 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00279308 0.020762 0.975576 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00280469 0.0211754 0.97507 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00280917 0.021343 0.974866 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00283053 0.0221998 0.97384 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00279619 0.0208678 0.975445 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00282242 0.0218598 0.974244 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 499
PREDICTED RESULTS: 0.984663 0.0141242 2.9498e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.973365 0.024648 4.3293e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983667 0.015062 3.07911e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981845 0.016769 3.31133e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981783 0.016826 3.31912e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982059 0.0165694 3.28431e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.984484 0.0142928 2.97316e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983246 0.0154568 3.13319e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.984725 0.014066 2.94175e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.984017 0.0147328 3.03382e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00545431 0.887639 0.149842 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00936407 0.958865 0.0348732 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.018682 0.963076 0.0121733 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0226264 0.961959 0.00946265 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00926819 0.958624 0.0355277 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0191633 0.963031 0.01175 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0147686 0.962841 0.0170819 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0193922 0.963068 0.0115437 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0268527 0.959197 0.00779441 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0155262 0.962969 0.0158725 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0027771 0.0213027 0.975039 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00279943 0.0222796 0.973897 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00277869 0.0213656 0.974964 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00277696 0.0212978 0.975045 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0027769 0.0212944 0.975049 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00278201 0.0215051 0.974799 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0027843 0.0216032 0.974684 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00279361 0.022014 0.974205 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00277841 0.0213539 0.974977 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00279122 0.0219032 0.974333 
EXPECTED RESULTS: 0 0 1 


